"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"115","4.743648962706613","5.143639509781159","5.027965764636934","-0.3068193442669031","0.03076171875","0.05224609375","0.00927734375","1300","0.00673638821678163","0","0.00673638821678163","0.00673638821678163","","","true"
"116","301.7421481985904","112.41142043016006","4.91273841015333","-0.3082983947671616","0.02734375","0.03759765625","0.01708984375","1300","0.0008019046448067254","0","0.0008019046448067254","0.0008019046448067254","116_115:0.04787228604475963;116_117:0.010904643072334297","116_115:660;116_117:660","true"
"117","215.9105268847433","180.8770166041925","4.83312052406085","-0.3092141826105853","0.017822265625","0.01806640625","0.017578125","1300","0.0002582348578619472","0","0.0002582348578619472","0.0002582348578619472","117_118:0.005778754245796602","117_118:660","true"
"118","239.2523324680362","227.84846636006768","4.732968938479511","-0.3103162291505652","0.007568359375","0.01025390625","0.0048828125","1300","0.00016643935886789547","0","0.00016643935886789547","0.00016643935886789547","118_119:0.006068284234722832","118_119:660","true"
"119","108.71615787171949","114.02844136221269","4.802588853820226","-0.28980565670333075","0.02197265625","0.029296875","0.0146484375","1300","0.000299207582738788","0","0.000299207582738788","0.000299207582738788","","","true"
"120","276.8527643556848","211.62520660998868","4.8366127396336624","-0.3088294992030973","0.016357421875","0.01953125","0.01318359375","1300","0.00016180499756544164","0","0.00016180499756544164","0.00016180499756544164","120_119:0.008276292764449855","120_119:660","true"
"121","251.9712675887515","161.9907607199101","4.967921702725719","-0.30831927501521805","0.019287109375","0.02587890625","0.0126953125","1300","0.0006178964612044234","0","0.0006178964612044234","0.0006178964612044234","121_120:0.006795081188588736","121_120:660","true"
"122","178.4009177890543","171.88249988744823","4.937580212846825","-0.307131343243749","0.01953125","0.01708984375","0.02197265625","1300","0.00023110563109084132","0","0.00023110563109084132","0.00023110563109084132","122_121:0.01608540764206129;122_123:0.00849811903645209;122_111:0.01758375638334575","122_121:660;122_123:660;122_111:660","true"
"123","192.42099480037086","134.82537923223927","5.034330046850204","-0.3063945650809262","0.02392578125","0.033203125","0.0146484375","1300","0.00022098748889280774","0","0.00022098748889280774","0.00022098748889280774","","","true"
"124","290.7204536533176","300.9688392947694","4.949182512237622","-0.30728609162938675","0.014404296875","0.0205078125","0.00830078125","1300","0.0017285847050199827","0","0.0017285847050199827","0.0017285847050199827","124_123:0.006626596398581874","124_123:660","true"
"125","310.40919367320197","118.1957611047802","4.859119858429003","-0.3081939603922578","0.010009765625","0.0107421875","0.00927734375","1300","0.0002544832016470285","0","0.0002544832016470285","0.0002544832016470285","125_124:0.006198418810281936;125_126:0.00833839487839505","125_124:660;125_126:660","true"
"126","156.7537304354081","18.839353996419263","4.9082257028907526","-0.30857572639301106","0.01953125","0.0166015625","0.0224609375","1300","0.00035497944921153673","0","0.00035497944921153673","0.00035497944921153673","","","true"
